MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,LotConfig,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,FrstFlrSF,BsmtFinSF2_Flag,LandSlope_Gtl,LandSlope_Mod,LandSlope_Sev,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,RemodAdd,BuiltYear1,BuiltYear2,BuiltYear3,BuiltYear4,BuiltYear5,BsmtFTM_Flag,GasA_Flag,HasGrg,HasPool,SalePrice
50,2,60.0,101.58740079360236,1,1,1,1,1,1,1,1.8,6,7,1906,1995,1,1,3,1,3,3,2,3,3,1,1,0.0,0,27.49545416973504,27.49545416973504,5,1,5,38.3275357934736,0,0,1,0,3,1,3,7,1,0,0,2,1,1,14.696938456699069,3,3,7.54983443527075,0.0,1,0,0,6,2008,1,1,6.628041376179533,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,11.813030057420567
20,4,91.0,102.16163663528496,1,2,1,1,1,1,1,1.0,8,6,1995,1995,2,1,3,2,4,4,1,4,3,4,2,41.182520563948,0,20.322401432901575,45.92385001282014,5,1,5,45.967379738244816,1,0,2,1,2,1,4,7,1,1,3,1,3,3,28.965496715920477,3,3,15.362291495737216,6.782329983125268,0,0,0,8,2008,1,1,7.655864017616056,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,12.765688433465597
160,2,21.0,40.98780306383839,1,1,1,1,1,1,5,2.0,6,5,1971,1971,1,1,2,2,3,3,2,3,3,1,1,0.0,0,22.9128784747792,22.9128784747792,3,1,5,33.04542328371661,0,0,1,1,3,1,3,6,1,0,0,2,1,1,16.24807680927192,3,3,0.0,0.0,0,0,0,3,2010,1,4,6.263398262591624,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,11.385092093460344
20,4,72.0,100.03499387714281,1,2,1,1,1,1,1,1.0,5,7,1959,2006,1,1,2,2,4,3,2,3,3,1,3,28.39013913315678,0,15.716233645501712,32.449961479175904,5,1,5,32.449961479175904,1,0,1,1,3,1,4,5,1,0,0,1,2,1,17.663521732655695,3,3,0.0,0.0,1,0,0,8,2008,1,1,6.959398512133975,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,11.887931365593685
70,4,60.0,84.8528137423857,1,1,3,1,1,1,1,2.0,7,6,1931,2000,1,1,9,1,3,2,3,4,3,1,1,0.0,0,27.85677655436824,27.85677655436824,3,1,5,38.7556447501522,0,0,1,1,3,1,3,6,1,1,4,1,2,1,16.431676725154983,3,2,0.0,0.0,1,0,0,2,2008,1,1,6.7464121285733745,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,11.911701584927597
50,4,78.0,132.29890400150714,1,1,1,1,3,1,1,1.8,6,5,1948,1950,1,1,1,1,3,3,2,3,3,1,1,0.0,0,30.199337741083,30.199337741083,3,1,5,38.18376618407357,0,1,1,0,3,1,3,6,1,1,4,1,1,1,18.16590212458495,3,3,13.856406460551018,0.0,0,0,0,1,2010,1,3,6.815639990074331,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,11.487607656985938
20,4,75.0,99.68450230602548,1,1,1,2,1,1,1,1.0,5,7,1964,1999,2,1,3,1,3,4,1,3,3,1,4,25.238858928247925,0,29.13760456866693,38.54867053479276,5,1,5,38.54867053479276,1,0,1,0,3,1,3,7,1,0,0,2,3,2,21.908902300206645,3,3,0.0,0.0,1,0,0,3,2009,1,1,7.303843225277705,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,12.025749091398891
60,4,69.0,111.28342194594845,1,1,1,3,1,1,1,2.0,7,7,1976,1976,1,1,5,2,3,3,2,4,3,1,1,0.0,0,28.160255680657446,28.160255680657446,3,1,5,43.98863489584554,0,0,2,1,3,1,3,7,1,1,3,1,2,2,23.45207879911715,3,3,0.0,10.63014581273465,0,0,0,11,2007,1,1,7.040536390215956,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,12.195517131590657
60,4,52.0,215.84485168750263,1,3,1,3,1,1,1,2.0,8,7,1994,2005,2,1,1,2,4,3,1,4,4,1,2,36.89173349139343,180,9.38083151964686,40.36087214122113,5,1,5,49.47726750741192,1,0,2,1,4,1,4,8,1,1,3,1,2,3,26.664583251946766,3,3,22.737634001804146,8.717797887081348,0,0,0,7,2009,1,1,7.430114138561801,13.416407864998739,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,12.904207367601158
20,4,120.0,116.4474130240771,1,1,1,2,1,1,1,1.0,6,3,1968,1968,2,1,4,2,3,3,2,2,2,1,1,0.0,0,37.30951621235526,37.30951621235526,4,1,5,37.30951621235526,1,0,1,0,2,1,3,5,6,2,3,1,2,2,24.0,3,3,0.0,0.0,0,0,0,7,2009,1,1,7.238496840894365,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,11.608235644774552
85,4,90.0,100.05998201079191,1,1,1,1,1,1,1,3.0,4,5,1972,1972,1,1,5,1,3,3,2,4,3,3,4,30.331501776206203,180,6.164414002968976,33.734255586866,3,1,5,34.36568055487916,1,0,2,0,3,1,3,6,1,0,0,2,2,2,24.24871130596428,3,3,0.0,0.0,1,0,0,4,2008,1,1,7.074116816197362,13.416407864998739,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,11.831379196088763
20,4,49.0,144.55448799674122,1,3,1,3,4,1,1,1.0,8,5,2005,2006,1,1,1,1,4,3,1,5,3,2,2,41.48493702538308,0,18.867962264113206,45.574115460423364,5,1,5,45.79301256742124,1,0,1,1,1,1,5,8,1,1,5,1,3,3,33.67491648096547,3,3,13.856406460551018,16.34013463836819,0,0,0,1,2006,2,2,7.64826303090192,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,12.955127458028414
60,4,106.0,105.80170130957252,1,2,1,2,1,1,1,2.0,8,5,2000,2000,1,1,1,2,4,3,1,4,3,1,1,0.0,0,37.49666651850535,37.49666651850535,5,1,5,44.0,0,0,2,1,3,1,4,7,1,1,3,1,2,2,22.44994432064365,3,3,13.711309200802088,11.135528725660043,0,0,0,11,2006,1,1,7.282073658093465,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,12.348006141418841
60,4,69.0,135.83077707206124,1,2,1,1,1,1,1,2.0,6,5,1965,1979,3,2,5,4,3,4,2,4,3,1,5,13.674794331177344,723,10.535653752852738,31.953090617340916,3,1,5,48.78524367060187,0,0,2,1,3,1,3,7,7,1,1,4,1,2,24.413111231467404,3,3,0.0,16.278820596099706,0,0,0,8,2007,1,3,7.289610521451167,26.888659319497503,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,11.76756768334381
20,4,65.0,90.13878188659973,1,1,1,1,1,1,1,1.0,6,5,1994,1998,1,1,2,2,3,3,1,4,3,1,2,33.734255586866,0,16.431676725154983,37.52332607858744,5,1,5,40.97560249709576,1,0,2,0,3,1,4,7,1,1,2,1,2,2,23.979157616563597,3,3,14.966629547095765,6.48074069840786,0,0,0,10,2008,1,1,7.425953657077541,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,12.173032791451973
20,4,69.0,119.05880899790658,1,1,2,2,1,1,1,1.0,5,6,1956,1987,1,1,6,1,3,3,2,3,3,1,5,31.432467291003423,0,14.142135623730951,34.46737587922817,4,1,5,37.907782842049734,1,0,1,1,3,1,3,6,3,1,3,2,1,2,24.0,3,3,17.435595774162696,0.0,0,0,0,11,2006,1,1,7.270312886079025,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,12.031719258385396
30,4,80.0,107.70329614269008,1,1,1,1,1,1,1,1.0,4,5,1922,1950,1,1,3,1,3,3,3,2,3,1,1,0.0,0,26.457513110645905,26.457513110645905,5,1,5,34.351128074635334,0,0,1,0,2,1,2,5,1,1,4,2,1,1,15.874507866387544,2,3,0.0,0.0,0,0,0,7,2006,1,1,7.07326971745971,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,11.831379196088763
60,4,64.0,92.91393867445294,1,1,1,4,1,1,1,2.0,6,5,2005,2005,1,1,1,1,4,3,1,4,3,1,2,13.892443989449804,0,23.345235059857504,27.16615541441225,5,1,5,38.41874542459709,1,0,2,1,3,1,4,7,1,0,0,1,3,2,23.2379000772445,3,3,10.0,5.916079783099616,0,0,0,2,2009,1,1,6.6039438246004725,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,12.063932878369052
70,3,54.0,81.4186710773395,1,1,1,1,3,1,1,2.0,6,6,1925,1950,4,1,4,1,3,4,3,3,3,1,4,23.473389188611005,0,11.0,25.92296279363144,3,0,5,37.0,1,0,2,0,3,1,3,6,1,0,0,2,1,1,17.320508075688775,3,3,12.12435565298214,0.0,0,0,0,7,2009,1,1,6.546785410760524,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,11.54829260880752
20,4,69.0,106.06601717798213,1,2,1,1,1,1,1,1.0,6,6,1977,1977,1,1,5,1,4,3,2,4,3,1,3,27.694764848252458,0,21.0,34.75629439396553,3,1,5,34.75629439396553,1,0,1,1,3,1,3,6,1,1,3,1,2,2,23.366642891095847,3,3,14.071247279470288,6.48074069840786,0,0,0,6,2006,1,1,7.0967213784947605,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,12.013700752882718
20,4,110.0,120.17487258158421,1,1,1,1,1,1,1,1.0,6,7,1957,2004,2,1,6,2,3,3,1,3,3,1,2,34.438350715445125,0,17.05872210923198,38.43175770115127,5,1,5,42.883563284783136,1,0,2,0,3,1,4,7,1,2,3,1,3,2,20.396078054371138,3,3,0.0,9.327379053088816,0,0,0,6,2007,1,1,7.516977224604321,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,12.458774999085929
20,4,80.0,95.91663046625439,1,1,1,1,1,1,1,1.0,6,6,1965,1965,1,1,2,1,3,3,2,3,3,1,5,29.866369046136157,0,15.620499351813308,33.704599092705436,3,1,5,33.704599092705436,1,0,1,0,3,1,3,5,1,1,4,1,2,1,19.595917942265423,3,3,20.639767440550294,0.0,0,0,0,7,2008,1,1,7.035268599281097,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,11.84939770159144
160,4,24.0,47.843494855622744,1,1,1,1,1,1,5,2.0,6,6,1978,1978,1,1,5,1,3,3,2,3,3,1,3,17.635192088548397,0,23.323807579381203,29.24038303442689,3,1,5,37.960505792204614,0,0,2,1,3,1,3,7,1,1,3,1,1,2,20.97617696340303,3,3,5.291502622129181,0.0,0,0,0,4,2009,1,1,6.75110146893676,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,11.908340237224891
70,2,60.0,97.97958971132712,1,1,1,1,1,1,1,2.0,4,2,1900,1950,1,1,10,1,3,3,3,3,2,1,1,0.0,0,33.090784215548595,33.090784215548595,2,0,5,42.118879377305376,1,0,2,0,4,2,3,8,3,0,0,6,1,3,27.910571473905726,2,1,0.0,0.0,0,0,0,5,2006,1,1,6.9985096422506015,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,11.37366339763672
30,4,52.0,94.98420921395304,1,1,1,1,1,1,1,1.0,5,8,1924,2006,1,1,1,1,4,3,3,3,3,1,1,0.0,0,27.712812921102035,27.712812921102035,5,1,5,28.142494558940577,0,0,1,0,2,1,4,5,1,0,0,2,1,1,15.491933384829668,2,1,17.776388834631177,0.0,0,0,0,5,2009,1,1,6.674561391814426,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,11.603679828238693
20,4,80.0,108.83014288330233,1,2,1,1,1,1,1,1.0,8,5,2008,2008,2,1,1,3,4,3,1,5,3,2,1,0.0,0,45.232731511594565,45.232731511594565,5,1,5,45.232731511594565,0,0,2,1,3,1,4,7,1,1,4,1,3,3,28.879058156387302,3,3,17.944358444926362,9.055385138137417,0,0,0,7,2009,2,2,7.6236419465115715,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,12.827992316801751
20,4,69.0,99.72462083156798,1,2,1,1,1,1,1,1.0,5,5,1961,1961,2,1,4,2,3,3,2,3,3,1,5,28.75760768909681,0,12.68857754044952,31.432467291003423,3,1,5,31.432467291003423,1,0,1,0,3,1,3,5,1,0,0,2,1,2,23.916521486202797,3,3,0.0,0.0,0,0,0,10,2007,1,1,6.895682697747868,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,11.763684183317412
120,4,50.0,89.50977600240098,1,1,1,1,1,1,4,1.0,6,5,1980,1980,1,1,5,1,3,3,2,4,3,1,4,23.302360395462088,119,16.15549442140351,30.380915061926625,3,1,5,30.380915061926625,0,0,2,0,2,1,3,5,1,1,3,1,2,1,16.24807680927192,3,3,8.94427190999916,0.0,0,0,0,5,2010,1,1,6.827629234502852,10.908712114635714,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,11.870599909242044
50,3,55.0,67.08203932499369,1,3,2,1,1,1,1,1.8,5,5,1932,2000,1,1,1,1,3,3,3,3,3,1,5,13.490737563232042,0,24.71841418861655,28.160255680657446,5,1,5,38.98717737923585,0,0,1,0,3,1,3,6,1,0,0,2,1,1,16.76305461424021,3,3,0.0,0.0,0,0,0,7,2009,1,3,6.742880635791903,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,11.979385322467598
120,4,69.0,53.73081052803875,1,1,3,1,1,1,1,1.0,6,5,1996,1997,1,1,4,1,3,3,1,4,3,2,2,31.670175244226233,0,16.97056274847714,35.93048844644336,5,1,5,35.93048844644336,1,0,1,0,2,1,4,6,1,1,4,1,1,2,20.760539492026695,3,3,17.52141546793523,0.0,0,0,0,11,2008,1,1,7.1631723908466425,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,12.061046873479915
20,4,90.0,106.05658866850281,1,2,1,2,1,1,1,1.0,9,5,2002,2002,2,1,1,3,4,3,1,4,3,3,2,32.54228019054596,0,23.811761799581316,40.32369030731191,5,1,5,40.84115571332428,1,0,2,0,3,1,4,7,1,1,3,1,3,3,26.49528259898354,3,3,16.0312195418814,6.708203932499369,0,0,0,7,2007,1,1,7.419380582918692,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,12.560244459250788
60,4,58.0,129.4990347454374,1,3,1,3,1,1,1,2.0,7,5,1998,1998,1,1,1,2,4,3,1,4,3,1,1,0.0,0,34.56877203488721,34.56877203488721,4,1,5,42.883563284783136,0,0,2,1,4,1,3,7,1,0,0,1,3,2,22.045407685048602,3,3,0.0,9.0,0,0,0,6,2010,1,1,7.085901464365611,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,12.30591798049989
160,4,69.0,71.14773362518304,1,2,1,3,1,1,4,2.0,7,5,1984,1984,1,1,2,1,4,3,2,4,3,2,2,28.77498913987632,182,13.416407864998739,34.49637662132068,4,1,5,45.71651780264984,1,0,2,0,3,1,4,6,2,1,3,1,3,2,24.020824298928627,3,3,14.798648586948742,0.0,0,0,0,9,2007,1,1,7.081708586105575,13.490737563232042,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,12.24288661865289
60,5,84.0,101.02969860392537,1,1,1,1,1,1,1,2.0,7,6,2007,2007,1,1,1,1,4,3,1,4,3,1,1,0.0,0,29.563490998188964,29.563490998188964,5,1,5,41.96427051671457,0,0,3,0,3,1,4,7,1,0,0,1,3,2,24.041630560342615,3,3,12.0,10.246950765959598,0,0,0,8,2007,2,2,6.773080375655535,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,12.336552511980964
160,5,69.0,71.449282711585,1,3,1,4,1,1,4,2.0,7,5,2004,2004,1,1,3,1,4,3,1,4,3,1,2,15.459624833740307,0,17.663521732655695,23.473389188611005,5,1,5,33.19638534539566,0,0,2,1,2,1,4,4,1,0,0,2,1,2,21.908902300206645,3,3,0.0,7.745966692414834,0,0,0,3,2007,1,1,6.311734809152915,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,11.910358401381128
20,4,60.0,89.9388681271896,1,1,3,1,1,1,1,1.0,8,6,2007,2007,1,1,3,2,4,3,1,4,3,3,2,30.740852297878796,0,21.77154105707724,37.66961640367472,5,1,5,37.66961640367472,1,0,2,0,2,1,4,7,1,1,4,1,2,2,23.811761799581316,3,3,11.832159566199232,0.0,0,0,0,10,2007,2,2,7.257707677160043,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,12.8790171187726
120,4,61.0,87.04596486914255,1,2,1,2,1,1,4,1.0,6,5,2005,2006,1,1,1,3,4,3,1,4,3,3,3,4.47213595499958,0,36.6333181680284,36.90528417449187,5,1,5,36.90528417449187,0,0,2,0,2,1,4,6,1,1,4,1,2,2,21.447610589527216,3,3,13.856406460551018,5.291502622129181,0,0,0,6,2007,1,1,7.216709486709457,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,12.17921519136029
120,2,69.0,66.52818951391959,1,1,1,1,1,1,4,1.0,6,5,2004,2004,1,1,1,2,4,3,1,4,3,4,2,26.40075756488817,0,12.288205727444508,29.120439557122072,5,1,5,29.120439557122072,1,0,1,0,1,1,4,3,1,1,3,1,2,2,20.493901531919196,3,3,12.206555615733702,0.0,0,0,0,5,2008,1,1,6.742880635791903,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,11.856515169360305
60,4,104.0,146.74808346278326,1,2,1,2,1,1,1,2.0,10,6,1994,1995,1,3,2,2,5,3,1,5,3,4,2,38.144462245521304,0,31.448370387032774,49.4368283772331,5,1,5,65.69627082262737,0,1,3,1,4,1,5,10,1,2,5,1,3,3,28.844410203711913,3,3,19.544820285692065,7.0710678118654755,0,0,0,1,2007,1,1,7.8013913202914855,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,13.534473028231162
60,4,42.0,161.79616806340007,1,2,1,1,1,1,1,2.0,7,5,1989,1990,2,1,3,2,4,3,1,4,3,4,2,31.064449134018133,0,15.652475842498529,34.785054261852174,5,1,5,50.18964036531842,1,0,2,1,4,1,4,9,1,2,4,1,2,2,25.059928172283335,3,3,17.88854381999832,5.196152422706632,0,0,0,4,2006,1,1,7.121252453244542,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,12.721885810807203
30,4,60.0,73.48469228349535,1,1,1,2,1,1,1,1.0,5,6,1921,1968,1,1,3,1,3,3,3,3,3,1,1,0.0,0,32.7566787083184,32.7566787083184,5,1,5,32.7566787083184,0,0,1,0,2,1,3,4,1,0,0,2,1,1,18.05547008526779,3,3,0.0,0.0,0,0,0,12,2006,1,3,6.9782137426306985,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,11.594321103174222
50,2,51.0,78.23042886243178,1,1,1,2,1,1,1,1.8,5,6,1936,1950,1,1,4,1,3,2,3,3,3,1,1,0.0,0,30.44667469527666,30.44667469527666,3,1,5,39.230090491866065,0,0,1,1,3,1,3,5,1,0,0,2,1,2,24.0,3,3,10.583005244258363,0.0,1,0,0,4,2009,1,1,6.9726062513017535,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,11.86005499606543
20,4,54.0,117.52021102772068,1,2,1,1,1,1,1,1.0,6,6,1987,1987,1,1,2,2,3,3,2,4,4,1,2,31.304951684997057,40,9.591663046625438,33.34666400106613,4,1,5,33.71943060017473,1,0,2,0,2,1,4,5,1,1,3,1,1,2,23.473389188611005,3,3,11.180339887498949,0.0,0,0,0,7,2006,1,1,7.036148493750536,6.324555320336759,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,12.078239274020289
30,2,50.0,77.45966692414834,1,1,1,1,1,1,1,1.0,5,7,1921,1950,1,1,4,1,3,3,2,3,3,1,5,24.819347291981714,0,0.0,24.819347291981714,4,1,5,24.819347291981714,0,0,1,0,2,1,3,4,1,0,0,2,1,1,14.317821063276353,3,3,0.0,0.0,0,0,0,6,2006,1,1,6.423246963533519,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,11.396391648714276
20,4,57.0,80.12490249604052,1,2,1,1,1,1,1,1.0,5,7,1952,1952,1,1,4,1,3,3,1,5,4,2,5,14.491376746189438,551,14.798648586948742,31.304951684997057,2,1,4,33.88214869219483,0,1,1,0,2,1,3,6,1,0,0,2,1,1,17.549928774784245,3,3,0.0,0.0,0,0,0,9,2006,1,1,7.045776576879511,23.473389188611005,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,11.72399643505017
20,4,65.0,91.92388155425118,1,1,1,1,6,1,1,1.0,5,8,1965,2009,1,1,3,1,3,4,2,3,3,1,2,23.515952032609693,117,14.966629547095765,29.899832775452108,5,1,5,29.899832775452108,1,0,1,0,3,1,3,5,1,1,4,2,1,1,18.33030277982336,3,3,20.396078054371138,12.0,1,0,0,4,2010,1,1,6.795705775173514,10.816653826391969,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,11.83862560460953
120,5,59.0,65.43699259593154,1,3,1,1,1,1,4,1.0,7,5,2004,2004,1,1,3,1,4,3,1,4,3,2,2,4.0,0,37.080992435478315,37.296112397943034,5,1,5,37.296112397943034,0,0,2,0,2,1,4,5,1,0,0,1,2,2,23.021728866442675,3,3,12.489995996796797,12.569805089976535,0,0,0,7,2008,1,1,7.237778191923443,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,12.185869938212655
20,4,85.0,119.71215477135144,1,1,1,1,1,1,1,1.0,8,5,2002,2002,2,1,1,2,4,3,1,5,3,4,2,35.6931365951495,0,22.93468988235943,42.42640687119285,5,1,5,42.42640687119285,1,0,2,0,3,1,4,7,1,1,4,1,3,3,27.65863337187866,3,3,16.431676725154983,8.831760866327848,0,0,0,5,2006,1,1,7.495541943884256,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,12.652359748158593
20,4,80.0,97.97958971132712,1,1,1,1,1,1,1,1.0,7,5,1969,1969,2,1,2,2,3,3,2,3,3,1,1,0.0,0,34.11744421846396,34.11744421846396,3,1,5,34.11744421846396,0,0,1,1,3,1,3,6,1,0,0,1,1,2,22.978250586152114,3,3,0.0,0.0,0,0,0,7,2006,3,1,7.059617628291383,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,11.84939770159144
